sample_id,smiles,is_valid,is_unique,in_training_set
81,[*]NC(=O)c1ccc(OCCCCCC)cc1[Si](C)(C)CCN(C)C(=O)C(C([*])=O)C(=O)O[Na],True,True,False
82,[*]CC([*])c1ccc(C(=O)c2ccc(OCCCCCCCC)cc2CCN)c(OC)c1,True,True,False
83,[*]NC(=O)CCCCC(c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)(C([*])(c2ccccc2)c2ccccc2)cc1)C([2H])(C)C,False,True,False
84,[*]CC([*])(COC(=O)NCCCCCC)c1ccc2ccccc2c1C(=O)OC(C)C2,False,True,False
85,[*]CC/C(C)=C/CCNC(=O)CCCC[*],True,True,False
86,[*]C([*])C(=O)OCCCCCCC(=O)N(C)c1ccc(/C=C/C2CCC2C(C)C)cc1,True,True,False
87,[*]NC(CCCC)COC(=O)C1(C)COC([*])OC1,True,True,False
88,[*]Oc1ccc(OC(=O)c2ccc(/N=N/c3cc(OCCCCCCCCCC)c(C([*])=O)cc3)cc2C(=O)OC(C)=O)cc1,True,True,False
89,[*]CCS(=O)(=O)c1ccc(C(=O)Nc2ccc([*])cc2)cc1OC(=O)c1cccc(F)c1,True,True,False
90,[*]CC([*])CCCCN1C(=O)c2ccc(C(=O)OCCCCCCOC2)cc1,True,True,False
91,[*]CC(CO)COC(=O)c1cccc(C/C=C/C(=O)O[*])c1,True,True,False
92,[*]N=P([*])(CCCCC)C(=N)Nc1ccc([Si](C)(C)C)cc1,True,True,False
93,[*]CC([*])S(=O)(=O)c1cccc(C(=O)OCCCCC/C=C/c2ccc(OC)cc2)c1,True,True,False
94,[*]CCC([*])(C)CNC(=O)c1cc(C(=O)OCCCCC)ccc1C(C)C,True,True,False
95,[*]C=CC([*])OC(=O)N(CC(F)(F)F)C(=O)OC1CCCC1COC12,False,True,False
96,[*]Cc1ccc(OCCCOc2ccc(CNC(=O)CCCCS[*])c(C=O)c2)cc1,True,True,False
97,[*]CCOc1ccc(C(=O)NCCCCCCN2CCCCCOCCN([*])c3cc(OCC)ccc3)cc2C1,True,True,False
98,[*]Cc1ccc([*])n1-c1cccc(C(=O)NCCOCCN(C)C)c1,True,True,False
99,[*]Oc1cccc(S(=O)(=O)CC(C)C#Cc2ccc(OC([*])=O)cc2Sc2ccccc2)c1,True,True,False
100,[*]NC(=O)Cc1ccc2c(c1)-c1cccc(CC([*])=O)c12,True,True,False
101,[*]CC([*])(C)c1ccc(Oc2ccc(C(=O)O[Na])cc2)cc1-c1ccccc1,True,True,False
102,[*]C=CCCCCC(=O)Oc1cc(N2C(=O)c3ccc(C#N)cc3C2=O)c([*])c(C(F)(F)F)c1CCC,True,True,False
103,[*]CC([*])C(=O)OCCCCCCc1ccc(-c2cc(CCC)c(NC(=O)/C=C/c3ccccc3)cc2)cc1,True,True,False
104,[*]C=C1CCCC(C(=O)OC(C)CCC)C1[*],True,True,False
105,[*]Cc1ccc(Oc2c(C)cc(OC([*])=O)cc2[Si](C)(C)CCCC)cc1-c1ccccc1,True,True,False
106,[*]CC(Oc1ccc(CCCCN2C(=O)c3ccc(OC)cc3)c(O[*])c2)cc1OC,False,True,False
107,[*]CC(C)C([*])Oc1ccc(C(=O)OC(F)(F)F)c(F)c1,True,True,False
108,[*]C=Cc1ccc([N+](=O)[O-])c(OCCCCCCCCCNC2CC([*])C1,False,True,False
109,[*]CCCOc1ccc(OC(=O)CCCCCCCCCCCNc2ccc(/C=C(\C)c3ccc(C(=O)Nc4ccc([*])cc4)cc3)cc2)cc1,True,True,False
110,[*]CCC(=O)c1ccc(CN(C)C(=O)c2cccc(C([*])OC)c2)cc1,True,True,False
111,[*]C=Cc1cc(OCCCCC)c(C(=O)Nc2ccc(OC(=O)C([*])CC[Si](C)(C)OC)cc2)cc1C,True,True,False
112,[*]CC([*])c1ccc(/C=C/N=C/c2cc(CCCCCC)c([N+](=O)[O-])cc2C)cc1,True,True,False
113,[*]/C=C(/[*])C(=O)Oc1ccc(C(=O)c2cc(OCCCCCCCCCC)c(/N=N/C(F)(F)F)cc2OC)cc1,True,True,False
114,[*]Oc1cc(OC2=O)c(C(c3ccc(OC([*])=O)cc3)c3ccc(C(=O)Oc4ccc(C=N)cc4)cc3)c3ccccc22)cc1,False,True,False
115,[*]Cc1ccc(CCOC(=O)c2ccccc2[N+](=O)N(C)c2ccc(C([*])=O)cc2)cc1,True,True,False
116,[*]C=C(C)CNC(=O)c1c(C)cc(-c2ccc(OCCCCCCCCCCCC)cc2)c1C=CCOC(=O)c1ccc(N=[*])cc1,False,True,False
117,[*]O[Si](C)(C)CCCCCCN(c1ccccc1)c1ccc([Si]([*])(C)CCCCC)cc1,True,True,False
118,[*]Oc1ccc2c(c1)C(=O)N(c1ccccc1CCCCCCCCCN1C(=O)c3ccc(C([*])=O)cc3C(C)(C)C)cc1)C2=O,False,True,False
119,[*]CC([*])C(=O)Nc1cc(C(C)C(=O)CCCCCCCCC)c(C)cc1OC,True,True,False
120,[*]Cc1cc(CN(C#N)C)c([*])c(CC)n1,True,True,False
121,[*]OC(=O)CCN([*])c1ccc(COc2ccc(S(=O)(=O)Oc3ccc(OC)cc3)cc2)cc1,True,True,False
122,[*]Nc1ccc(NP(=O)(CCc2ccc(/N=N/c3ccc(C([*])=O)cc3)cc2)c2ccc(S(=O)(=O)Cl)cc2)cc1,True,True,False
123,[*]Nc1ccc([*])c(C(=O)OC(CC)CCOc2ccc(-c3ccccc3)cc2)c1,True,True,False
124,[*]CCCC(CC)CNC(=O)C(OCC(C)N)O[*],True,True,False
125,[*]Oc1ccc(/C(=N/CCC[Si]([*])(C)C)C(=O)Oc2ccc(OC#N)cc2)cc1,True,True,False
126,[*]Oc1cccc(NC(=O)c2cc(C(C)C#Cc3cccc([*])c3)cc2)c1,False,True,False
127,[*]CCN([*])C(=O)OCCOc1ccc(S(=O)(=O)c2ccc(OC(=O)OC(C)C#N)cc2)cc1,True,True,False
128,[*]CC[N+](C)(C)C(=O)Oc1ccc(C(=O)c2ccc(N3CCC(=O)N([*])CC3=O)cc2)cc1,True,True,False
129,[*]C=CC(C)(C)COC(=O)c1ccc(/N=C/C(=O)Oc2ccc(O[*])cc2)cc1,True,True,False
130,[*]C(=O)c1ccc(OC(=O)/C=C/c2ccc(-c3ccc([*])cc3)c(C(=O)Oc3ccccc3)c2)cc1,True,True,False
131,[*]OC(=O)CCCSc1ccc(C=C1(C)C)cc1[*],False,True,False
132,[*]/C=C/c1ccc([*])c(OC(=O)C(F)(F)F)c1-c1ccc(/N=N/c2ccc(F)cc2)cc1,True,True,False
133,[*]CC([*])C(=O)Nc1ccc(OCCCCOc2ccc(OC(=O)COCCOC)cc2)nc1,True,True,False
134,[*]CC([*])(C)C(=O)OCCCCCCOc1ccc(OC(=O)C(C)(C)C)cc1,True,True,False
135,[*]Nc1cc(Br)cc(O[Si]([*])(C)C)c1-c1ccc(C)c(C(=O)NCC[N+](C)(C)C)c1,True,True,False
136,[*]c1ccc2c(c1)S(=O)(=O)Oc1ccc(C3CC([*])C4(C)C3=O)cc1,False,True,False
137,[*]CCCCCCCS(=O)(=O)c1ccccc1CCc1ccc([*])cc1,True,True,False
138,[*]CCOCCOC(=O)c1ccc(N2C(=O)CCCCCC(=O)Nc3ccc(CSc4ccc(NC(=O)O[*])cc4)cc3)cc2)cc1,False,True,False
139,[*]CC(=O)Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C)cc3)cc2OC)c(C([*])=O)c1,True,True,False
140,[*]CC([*])c1ccc(NC(=O)OCCCCCCC)cc1-c1ccc(OCC(=O)Oc2ccc([Si](C)(C)C)cc2)cc1,True,True,False
141,[*]C=CCCCCCN1CC(=O)c2cc(OCCOCCCCCC)ccc2C([*])=O)C=C1,False,True,False
142,[*]C=CC1CCCCC(N(c2ccc(OC)cc2)C(=O)NC2CC([*])CC2)CC1,True,True,False
143,[*]CCSCC(O)CNC(=O)c1ccc(C)c(N[Si]([*])(C)OCC(=O)O)c1,True,True,False
144,[*]/C=C/c1ccc(C(Oc2ccc([*])cc2)OCCCCCC)cc1,True,True,False
145,[*]CC([*])C(=O)N(C#N)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F)C1=O,False,True,False
146,[*]C(=O)Oc1ccc(C(=O)N(CCCCCNc2ccc([*])cc2)C(=O)O[Na])cc1,True,True,False
147,[*]NC(=O)c1ccc2c(c1)C(=O)N(c1ccc(/N=N/[Si](C)=O)cc1C([*])=O)C2=O,True,True,False
148,[*]CNC(CCCC(=O)Nc1ccc2ccccc12)C(=O)NC(C)C(=O)NCCCC([*])=O,False,True,False
149,[*]C(=[*])c1cc(C(=O)OCCCCN2C(=O)C2=CC=C2OC(=O)C1)S2=O,False,True,False
150,[*]C(C)(CC)C(=O)Oc1ccc(N([*])C(F)(F)F)cc1,True,True,False
151,[*]CCCCC(=O)OCc1ccc(CCN(c2ccccc2)C(=O)C([*])C)C2=O)cc1,False,True,False
152,[*]OC(C)=C(/[*])C(=O)Oc1cccc(N(C)C=CC(F)(F)C(F)(F)F)c1,True,True,False
153,[*]CC([*])c1ccc(C(=O)NCCC)cc1/C=C/c1ccc(O)c(OC)c1,True,True,False
154,[*]CC([*])CCCC(=O)Oc1ccc(C(Oc2ccccc2)C(C)=C)cc1,True,True,False
155,[*]c1ccc(OCCN2CCCN2c2ccc(C(C)(C)c3ccc([Si](C)(C)c4ccc(C([*])=O)cc4C3=O)cc2)cc1,False,True,False
156,[*]CC([*])(C)C(=O)OCCCCCCCCCN(C)C(=O)C(F)(F)F,True,True,False
157,[*]Oc1ccc(C(=O)OCCCCCNC(=O)c2ccc(OC(=O)NNC(=O)C([*])CCC(F)(F)F)cc2)cc1)c1ccccc1,False,True,False
158,[*]C=CCCCCCCCOC(=O)c1cc(S(=O)(=O)Nc2ccc(OC#N)cc2)cc([*])c1,True,True,False
159,[*]Oc1cc(C)cc(C(=O)OCCCCCCN([*])c2cccc(S(=O)(=O)c3ccc(C#C)cc3)c2)c1,True,True,False
160,[*]CCCCCc1ccc(C=C(CC)Sc2ccc(C(=O)O[*])cc2)o1,True,True,False
161,[*]CCCCCCNC(=O)C[Se]C(=O)Nc1ccc(O[*])cc1,True,True,False
162,[*]Oc1ccc2c(c1)C(=O)OCCCCCCOC(=O)c1cc([*])cc([N+](=O)[O-])c1,False,True,False
163,[*]CCCCCCN1C(=O)C(CCCBr)=C1C(=O)O[*],True,True,False
164,[*]CNC(=NC=COC(=O)Nc1ccc(C(=O)O[*])cc1)c1ccc(OCCCCCC)cc1,True,True,False
165,[*]Nc1ccccc1NC(=O)c1cccc(OCCCCCN(C)c2ccc(/N=C/c3ccc(-c4ccc(C([*])=O)cc4)cc3)cc2)c2ccccc2C)c1,False,True,False
166,[*]C=C(C(=O)Cl)c1ccc(OCCCCCOc2ccc(OC([*])=O)cc2)cc1,True,True,False
167,[*]/C=C/CCCCCCCOc1ccc(/N=C(\C)C(=O)OCCCCCCCC([*])=O)cc1,True,True,False
168,[*]CC(CCCC)=NC(=[*])c1cccc(C(F)(F)F)c1,True,True,False
169,[*]NC1CCC(COC(=O)N[*])COc1ccc([Si](C)(C)CCCC)cc1,False,True,False
170,[*]CC([*])c1ccc(OC(=O)c2nc3ccccc3c2CCCCCC(F)(F)F)c(SCCO)c1,False,True,False
171,[*]CCCCC(O)COC(=O)CCCCCN1C(=O)c2ccc(C([*])=O)cc2)cc1,False,True,False
172,[*]CC(O)COC(=O)c1ccc(OCCCCO)cc1-c1ccc([*])c(C(=O)OC(=O)c2ccccc2P(=O)(=O)c2ccccc2)c1,True,True,False
173,[*]CCCCC(=O)Nc1ccc(NC(=O)c2ccc(C(=O)O[*])cc2)c(C(=O)Oc2ccccc2)c1,True,True,False
174,[*]/C=C/c1ccc([SiH](CCCCCCCC)c2ccc([*])cc2OCC(F)(F)C(F)(F)F)cc1,True,True,False
175,[*]Oc1ccc(C2(c3ccc(OCCCCCC)cc3)C(=O)S[*])cc1,False,True,False
176,[*]CC/C=C(/[*])CCCCOC(=O)c1ccc(N(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,True,True,False
177,[*]Oc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc([*])cc4)cc2Br)C3=O)c(C)c1,True,True,False
178,[*]C=CC(=O)SN1CCCCCC([*])(C)C1,True,True,False
179,[*]N=C(C)C(O)C(=O)Oc1ccc(C([*])=O)c(Sc2ccc(OC)cc2)c1,True,True,False
180,[*]Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC[N+](C)C)cc2[*])cc1,True,True,False
181,[*]O[Si]([*])(C)CCCCN(C)c1cc(S(=O)(=O)OC)cc(/C=C/c2ccc(F)cc2)c1C,True,True,False
182,[*]CC(=O)NNC(=O)c1ccc(C(=O)OC(=O)CN2CSC([*])(C#N)C2=O)cc1,True,True,False
183,[*]OC(=O)Nc1ccc(C(=O)Oc2ccc(-c3ccc(CCNC([*])=O)cc3)cc2)c(=O)OC(C)=O)c1C,False,True,False
184,[*]N=COC(=O)c1ccc(-c2nnc(C([*])=O)cc2SCCCCC)cc1,True,True,False
185,[*]CCCCCCCNP(=O)(OCCC)c1ccc(C(=O)O[*])cc1-c1ccccc1,True,True,False
186,[*]CC#Cc1cc(C(C)CCC)cc(-c2cccc([*])c2)c1C(=O)OC,True,True,False
187,[*]COC(=O)c1ccc(NC(=O)OCCS(=O)(=O)OC)cc1[*],True,True,False
188,[*]CCOCCOC(=O)N1CCCCCN([*])C(=O)OCCOc2ccc(C(=O)NCC)cc2)c1,False,True,False
189,[*]CCCCCCOc1ccc(C(O)c2ccc(OC(=O)C(CCCCCOC([*])=O)NCCC)cc2)cc1,True,True,False
190,[*]COCCCC(=O)Nc1ccc(NC(=O)c2ccc(C(=O)O[*])cc2-c2ccc(Br)cc2)cc1,True,True,False
191,[*]C([*])CCCCOc1ccc2ccccc2c1C(=O)OC(C)(C[Se])C2=O,False,True,False
192,[*]OCCCCOc1ccc([*])cc1/N=C/c1ccc(OC(=O)c2ccc(OC)cc2C(F)(F)F)cc1,True,True,False
193,[*]NC(CCCCOc1ccc(C(=O)OC(C)(C)C)cc1)=NC(=[*])CCN(C)c1ccccc1,True,True,False
194,[*]Oc1cc(NCC(F)(F)F)c([*])cc1C(=O)NC,True,True,False
195,[*]CC([*])c1ccc(OCCCCCCOC(=O)c2ccc(Oc3ccc4ccccc4c3C(=O)OCCO)cc2)cc1,True,True,False
196,[*]CC([*])(C)C(=O)Oc1ccc(O[Si](C)(C)C(=O)c2ccccc2)cc1,True,True,False
197,[*]Cc1ccc(OCCCCC)c(C(=O)c2ccc(C(=O)Oc3ccc(/N=C/c4ccc(O[*])cc4)cc3)cc2OC)c1,True,True,False
198,[*]Nc1ccc(/C=C/c2ccc(NC(=O)P(=O)(=O)c3ccc(Cc4ccc(N[*])cc4)cc3)cc2)cc1,True,True,False
199,[*]CC([*])(C)C(=O)NC(=O)c1cccc(C(=O)Oc2ccc(OCC(C)[O-])cc2)c1,True,True,False
200,[*]CC([*])c1ccc(CC(C)(C)CCCOC(=O)c2cccc(/C=C/c3ccc(OCCCCO[Si](C)(C)c4ccc(Cl)cc4)cc3)c2)cc1,True,True,False
201,[*]Oc1ccc(C(C)(C)C(=O)c2ccc(-c3ccc(N=C(C)C)cc3)cc2)c([*])c1C,True,True,False
202,[*]CCC(C)(C)COC(=O)CCCCCCC(=O)OCCC/N=C/c1cc(CCC)c([*])cc1C,True,True,False
203,[*]/C=C(/[*])c1ccc(OCCCCCCCCCCOC(=O)c2ccc(N3C(=O)CC(C)CC3)cc2)cc1,True,True,False
204,[*]Oc1ccc2cc(CCCC[Si]([*])(C)Oc3ccc(F)cc3)ccc2-c2ccc(C)cc2)s1,False,True,False
205,[*]C(=O)Nc1cc(OCCCCCC)cc(NC(=O)Oc2ccc(C(=O)N3C([*])OC3=O)cc2)c1,True,True,False
206,[*]Nc1ccc(OC(=O)CCCCCCCC(=O)Nc2ccc(-c3ccc(/C=N/c4ccc([*])cc4-c4ccccc4)cc3)cc2)cc1,True,True,False
207,[*]NC([*])(C)C(=O)c1ccc(-c2cccc(C(=O)OC3(C)CCSCC3)c2)cc1,True,True,False
208,[*]CC([*])(C)COC(=O)c1ccc(C(=O)NCCCCCC)cc1-c1ccc(N=C[N+](=O)[O-])cc1,True,True,False
209,[*]CC([*])Oc1ccc(CC(=O)NCC)cc1,True,True,False
210,[*]Oc1ccc(OC(=O)c2ccc(Oc3ccc(C(=O)Oc4ccccc4)cc3)cc2)c(C([*])=O)c1,True,True,False
211,[*]O[Si]([*])(C)CCCCCCCN1C(=O)Oc2ccc(C(=O)OCC)cc2)cc1,False,True,False
212,[*]CC([*])CSCCCCCCc1ccc(C)cc1,True,True,False
213,[*]Oc1ccc2c(c1)C(=O)N(CCCC([*])=O)c1ccccc12,True,True,False
214,[*]CCCCCOc1ccc2c(c1)C(=O)N([*])C(=O)OCCCCN1C(C)=O)cc1,False,True,False
215,[*]Oc1ccc(NC(=O)C/C(C)=N/c2ccc(C(=O)Oc3ccc(C([*])=O)cc3)cc2)cc1,True,True,False
216,[*]Cc1ccc(OCc2cc(OC)c(C([*])=O)cc2OC(=O)CCCCCC(C)C)cc1,True,True,False
217,[*]OCCCCCC(=O)N[Si](C)(C)COc1ccc(-c2ccc(NC([*])=O)cc2)cc1,True,True,False
218,[*]Cc1ccc(CCCCCCC(=O)Nc2ccc([*])o2)cc1,True,True,False
219,[*]Nc1ccc(Oc2cccc(C([*])=O)c2)cc1-c1ccc(OCCSCC)cc1,True,True,False
220,[*]O[Si]([*])(C)C=CCCOc1ccc(C(=O)c2ccc(C(=O)N=CC=O)cc2)c(Cl)c1,True,True,False
221,[*]Cc1ccc(CS(=O)(=O)c2cc(C([*])(C)C)cc(-c3ccccn3)c2)cc1C,True,True,False
